case_id,event_id,selected_strategy,created_at,outcome_status,covered_demand_rate,actual_delay_hours,predicted_delay_hours,actual_cost,predicted_cost,lost_orders,production_downtime_hours,human_rating
CAL-DRIFT-038,CAL-EVT-038,emergency_purchase,2026-08-11T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-039,CAL-EVT-039,emergency_purchase,2026-08-12T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-040,CAL-EVT-040,emergency_purchase,2026-08-13T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-041,CAL-EVT-041,emergency_purchase,2026-08-14T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-042,CAL-EVT-042,emergency_purchase,2026-08-15T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-043,CAL-EVT-043,emergency_purchase,2026-08-16T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-044,CAL-EVT-044,emergency_purchase,2026-08-17T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-045,CAL-EVT-045,emergency_purchase,2026-08-18T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-046,CAL-EVT-046,emergency_purchase,2026-08-19T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-047,CAL-EVT-047,emergency_purchase,2026-08-20T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-048,CAL-EVT-048,emergency_purchase,2026-08-21T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-049,CAL-EVT-049,emergency_purchase,2026-08-22T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-050,CAL-EVT-050,emergency_purchase,2026-08-23T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-051,CAL-EVT-051,emergency_purchase,2026-08-24T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-052,CAL-EVT-052,emergency_purchase,2026-08-25T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-053,CAL-EVT-053,emergency_purchase,2026-08-26T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-054,CAL-EVT-054,emergency_purchase,2026-08-27T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-055,CAL-EVT-055,emergency_purchase,2026-08-28T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-056,CAL-EVT-056,emergency_purchase,2026-08-01T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-057,CAL-EVT-057,emergency_purchase,2026-08-02T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-058,CAL-EVT-058,emergency_purchase,2026-08-03T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-059,CAL-EVT-059,emergency_purchase,2026-08-04T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-060,CAL-EVT-060,emergency_purchase,2026-08-05T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-061,CAL-EVT-061,emergency_purchase,2026-08-06T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-062,CAL-EVT-062,emergency_purchase,2026-08-07T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-063,CAL-EVT-063,emergency_purchase,2026-08-08T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-064,CAL-EVT-064,emergency_purchase,2026-08-09T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-065,CAL-EVT-065,emergency_purchase,2026-08-10T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-066,CAL-EVT-066,emergency_purchase,2026-08-11T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-067,CAL-EVT-067,emergency_purchase,2026-08-12T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-068,CAL-EVT-068,emergency_purchase,2026-08-13T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-069,CAL-EVT-069,emergency_purchase,2026-08-14T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-070,CAL-EVT-070,emergency_purchase,2026-08-15T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-071,CAL-EVT-071,emergency_purchase,2026-08-16T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-072,CAL-EVT-072,emergency_purchase,2026-08-17T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-073,CAL-EVT-073,emergency_purchase,2026-08-18T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-074,CAL-EVT-074,emergency_purchase,2026-08-19T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-075,CAL-EVT-075,emergency_purchase,2026-08-20T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-076,CAL-EVT-076,emergency_purchase,2026-08-21T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-077,CAL-EVT-077,emergency_purchase,2026-08-22T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-078,CAL-EVT-078,emergency_purchase,2026-08-23T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-079,CAL-EVT-079,emergency_purchase,2026-08-24T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-080,CAL-EVT-080,emergency_purchase,2026-08-25T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-081,CAL-EVT-081,emergency_purchase,2026-08-26T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-082,CAL-EVT-082,emergency_purchase,2026-08-27T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-083,CAL-EVT-083,emergency_purchase,2026-08-28T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-084,CAL-EVT-084,emergency_purchase,2026-08-01T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-085,CAL-EVT-085,emergency_purchase,2026-08-02T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-086,CAL-EVT-086,emergency_purchase,2026-08-03T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-087,CAL-EVT-087,emergency_purchase,2026-08-04T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-088,CAL-EVT-088,emergency_purchase,2026-08-05T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-089,CAL-EVT-089,emergency_purchase,2026-08-06T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-090,CAL-EVT-090,emergency_purchase,2026-08-07T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-091,CAL-EVT-091,emergency_purchase,2026-08-08T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-092,CAL-EVT-092,emergency_purchase,2026-08-09T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-093,CAL-EVT-093,emergency_purchase,2026-08-10T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-094,CAL-EVT-094,emergency_purchase,2026-08-11T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-095,CAL-EVT-095,emergency_purchase,2026-08-12T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-096,CAL-EVT-096,emergency_purchase,2026-08-13T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-097,CAL-EVT-097,emergency_purchase,2026-08-14T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-098,CAL-EVT-098,emergency_purchase,2026-08-15T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-099,CAL-EVT-099,emergency_purchase,2026-08-16T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-100,CAL-EVT-100,emergency_purchase,2026-08-17T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-101,CAL-EVT-101,emergency_purchase,2026-08-18T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-102,CAL-EVT-102,emergency_purchase,2026-08-19T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-103,CAL-EVT-103,emergency_purchase,2026-08-20T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-104,CAL-EVT-104,emergency_purchase,2026-08-21T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-105,CAL-EVT-105,emergency_purchase,2026-08-22T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-106,CAL-EVT-106,emergency_purchase,2026-08-23T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-107,CAL-EVT-107,emergency_purchase,2026-08-24T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-108,CAL-EVT-108,emergency_purchase,2026-08-25T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-109,CAL-EVT-109,emergency_purchase,2026-08-26T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-110,CAL-EVT-110,emergency_purchase,2026-08-27T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-111,CAL-EVT-111,emergency_purchase,2026-08-28T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-112,CAL-EVT-112,emergency_purchase,2026-08-01T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-113,CAL-EVT-113,emergency_purchase,2026-08-02T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-114,CAL-EVT-114,emergency_purchase,2026-08-03T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-115,CAL-EVT-115,emergency_purchase,2026-08-04T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-116,CAL-EVT-116,emergency_purchase,2026-08-05T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-117,CAL-EVT-117,emergency_purchase,2026-08-06T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-118,CAL-EVT-118,emergency_purchase,2026-08-07T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
CAL-DRIFT-119,CAL-EVT-119,emergency_purchase,2026-08-08T08:00:00+00:00,failed,0.3,30.0,10.0,1500.0,1000.0,2,8.0,2
